,sID,FEATURE,LAT,LON,AZ1,SL2,AZ2,DIST,BEARING,BETA1,BETA2,SL1,TILT
137,138,channel,17.06491234,-131.9553211,118.0690178,7.794589,110.5038834,4634.414212288584,90.2625195749684,27.806498225031604,20.24136382503162,5.772897759621753,-5.924064347998083
138,139,channel,17.08327076,-131.9246484,133.0716192,7.1903009,129.4825287,4734.118591323331,89.51144813039477,43.560171069605204,39.97108056960521,6.7005542358177115,-1.8546225583069145
139,140,channel,17.04485768,-131.8949633,133.0716192,6.763936,127.0608368,4831.17432755718,91.0768293909586,41.99478980904139,35.98400740904142,5.936800132868158,-3.3482507724103776
140,141,channel,17.01506609,-131.8536822,133.0716192,8.6150723,105.1259842,4968.092774415819,92.2261948129035,40.84542438709647,12.89978938709649,2.93092012855255,-20.600788295873656
141,142,channel,17.19544826,-131.9727934,108.5583579,7.1040268,113.0057449,4597.093296484598,84.72770818595968,23.830649714040312,28.278036714040315,8.337894314543682,3.348868702353542
142,143,channel,16.96615244,-131.8435208,108.2919575,7.9589219,117.1043625,5010.236507991777,94.11269793096606,14.179259569033944,22.99166456903394,12.755285551535593,7.571531492204423
143,144,channel,17.05098865,-131.7654787,117.6517907,7.8220153,116.3379593,5251.211187832553,90.79998054717511,26.851810152824896,25.53797875282489,7.463627106222763,-0.9866330584032674
144,145,channel,17.02650065,-131.7207611,117.6517907,8.6257553,122.3542786,5398.180627712539,91.67384027624848,25.977950423751523,30.68043832375152,10.06174229524073,3.3782855189864875
145,146,channel,17.08566957,-131.685712,112.2209562,11.5289669,116.3716736,5509.826640010111,89.56076900948524,22.66018719051476,26.810904590514756,13.532048308736197,3.2077086581154965
146,147,channel,17.08296571,-132.2743392,143.8848076,6.0916705,136.5061951,3598.950706802553,89.25493895540265,54.629868644597344,47.25125614459736,5.4839099395270665,-2.903593701468438
147,148,channel,17.04659301,-132.2401164,143.8848076,6.0187621,140.1390533,3710.5606388433334,91.1945677871295,52.69023981287048,48.94448551287049,5.705194321280803,-1.4787146861648495
148,149,channel,16.94517157,-132.2840652,163.5142641,6.4992571,149.0115662,3591.8246150386544,96.73029269461769,66.7839714053823,52.2812735053823,5.590922556051004,-4.238959648335289
149,150,channel,17.04915307,-132.3749917,162.7678186,5.2662945,156.7845306,3272.53821012479,91.1600366122299,71.60778198777011,65.62449398777011,5.054515749709013,-1.1694801449801346
150,151,channel,17.00320865,-132.3576924,162.7678186,6.2533379,157.6774139,3335.466116397376,93.82602844924173,68.94179015075828,63.851385450758286,6.014146389120357,-1.1086066170854778
151,152,channel,17.13573791,-132.2868845,131.8561978,4.8847976,125.1694794,3565.1029901410307,86.36169000692483,45.49450779307517,38.80778939307516,4.291328541666,-3.420056244492116
152,153,channel,16.96953032,-132.4786691,170.997899,7.5040956,170.0907745,2954.323150622422,96.5109510318005,74.48694796819949,73.57982346819949,7.469985279529258,-0.12967319721654746
153,154,channel,17.20955465,-132.1638239,111.8297089,4.1039977,120.1860809,3985.7961081724766,83.1625547569296,28.66715414307039,37.023526143070406,5.153861318038092,5.425957278517931
154,155,channel,17.18508474,-132.1206208,111.8297089,7.5506282,120.3980408,4116.278001487523,84.55587375544845,27.27383514455155,35.84216704455156,9.666253733035107,5.7319741374914415
155,156,channel,17.0645525,-133.1391017,176.4801258,2.7138693,202.17276,791.1043955443424,90.43509984118921,86.0450259588108,111.7376601588108,2.526776122250144,-2.04301227626177
156,157,channel,17.01607322,-133.1411898,176.4801258,3.056201,187.9557953,802.6514822778483,102.27475081543388,74.20537498456612,85.68104448456614,3.1672118720710953,1.0208517180991308
157,158,channel,16.9687452,-133.1272666,176.4801258,3.5002143,153.1729736,893.2694688401976,111.77954486205573,64.70058093794428,41.39342873794426,2.5592253758082966,-8.642613345519067
158,159,channel,16.97594298,-133.0679128,166.7026827,4.5744143,178.9256744,1067.3909855272552,106.73054328004868,59.97213941995131,72.19513111995133,5.031620310880546,2.709049075152123
159,160,channel,16.99698692,-132.9274063,157.14395,4.2128239,171.1175995,1497.2111244114635,99.09626684103621,58.04768315896378,72.02133265896379,4.723748088252114,3.2522274247189458
160,161,channel,16.95248421,-132.9098127,157.14395,4.9798303,161.6954041,1583.75892755286,104.18001159999507,52.96393840000491,57.51539250000491,5.263074798227913,1.5499812379394342
161,162,channel,17.08021299,-132.9678205,170.3393406,3.2049842,160.7388306,1347.964771173307,88.03417067280625,82.30516992719376,72.70465992719375,3.0877605619616935,-1.0659087555048572
162,163,channel,17.16764358,-132.9847721,157.5325939,2.4156947,167.0802155,1336.9587017949527,75.12190668727476,82.41068721272524,91.95830881272525,2.435631348959698,0.23531586236206437
163,164,channel,16.5892014,-134.1952651,215.8479571,8.5580177,214.5696564,3098.432881135887,238.3618645411628,22.513907441162814,23.79220814116279,9.02021491326285,1.0179497869565246
